Country,Year,ISO_Code,Population,GDP,Cement_CO2,Cement_CO2_Per_Capita,CO2,CO2_Growth_Abs,CO2_Growth_Prct,CO2_Including_luc,CO2_Including_luc_Growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,
Colombia,2019,COL,50187404,,5.537,0.11,96.438,14.011,16.999,207.274,13.975,7.23,4.13,,0.368,1.922,,0.171,18.426,0.367,179.026,3326.314,17958.791,726.008,62.54,616.807,20117.119,1741.935,,11221.787,,1.003,0.02,23.706,0.472,3.733,5.39,110.836,2.208,76.9,1.532,22.97,0.458,47.766,0.952,,,563.192,0.342,0.26,0.498,0.125,0.429,0.2,0.75,0.094,0.355,0.259,2.739,0.299,,0.228,0.31,2.432,0.387,,0.828,0.004,0.009,0.013,0,270.53,187.34,21.397,22.188
Colombia,2020,COL,50930656,,5.041,0.099,85.526,-10.913,-11.316,203.543,-3.731,-1.8,3.996,,0.397,1.679,,0.167,15.474,0.304,184.067,3411.84,18162.336,741.482,63.273,640.977,20235.137,1782.041,,10064.389,,0.733,0.014,24.17,0.475,,,118.017,2.317,,,,,40.106,0.787,,,512.586,0.308,0.243,0.518,0.109,0.424,0.201,0.746,0.094,0.351,0.26,2.74,0.3,,0.18,0.32,2.908,0.358,,0.824,0.004,0.009,0.013,0.001,,,23.25,27.185
Colombia,2021,COL,51516560,,5.871,0.114,91.703,6.178,7.223,220.163,16.62,8.165,4.274,,0.383,1.78,,0.16,12.015,0.233,189.938,3503.543,18382.498,753.498,63.889,664.234,20363.596,1831.986,,11147.847,,0.616,0.012,23.257,0.451,,,128.46,2.494,,,,,49.945,0.969,,,574.299,0.351,0.247,0.536,0.08,0.421,0.202,0.743,0.094,0.346,0.261,2.743,0.303,,0.148,0.294,3.261,0.422,,0.819,0.004,0.009,0.013,0.001,,,,
Czechia,1990,CZE,10301190,1.46168E+11,2.489,0.242,164.211,-8.12,-4.712,157.616,-8.999,-5.401,15.301,1.078,0.288,15.941,1.123,0.3,123.419,11.981,93.423,8347.095,8270.078,7288.934,0.458,158.347,32.243,803.153,2.781,53075.812,3.741,0.458,0.045,12.564,1.22,17.664,16.749,-6.595,-0.64,23.66,2.297,8.02,0.779,22.498,2.184,0.27,2.781,546.744,0.504,0.722,0.57,1.42,0.763,1.033,0.594,1.665,0.006,0.2,0.005,0.298,0.15,0.171,0.328,-0.135,0.243,1.238,0.477,0.001,0.003,0.005,0,172.53,181.96,-12.836,-7.817
Czechia,1991,CZE,10303359,1.30869E+11,2.309,0.224,148.879,-15.331,-9.336,142.321,-15.295,-9.704,13.813,1.088,0.286,14.45,1.138,0.299,112.711,10.939,95.732,8495.975,8412.398,7401.645,0.856,170.641,25.685,822.947,4.154,48298.723,3.803,0.398,0.039,12.294,1.193,16.039,15.123,-6.559,-0.637,22.16,2.151,6.11,0.593,19.794,1.921,0.133,1.373,497.639,0.455,0.64,0.508,1.31,0.75,1.022,0.592,1.659,0.01,0.206,0.004,0.295,0.201,0.141,0.314,-0.138,0.204,0.633,0.475,0.001,0.004,0.005,0,155.82,165.26,-18.223,-12.24
Czechia,1992,CZE,10310956,1.31887E+11,2.468,0.239,145.711,-3.169,-2.128,138.969,-3.352,-2.355,13.478,1.054,0.288,14.132,1.105,0.302,105.791,10.26,98.2,8641.686,8551.367,7507.436,1.253,185.362,18.943,844.133,5.301,46841.379,3.662,0.396,0.038,14.721,1.428,15.599,14.683,-6.742,-0.654,20.66,2.004,5.95,0.577,21.186,2.055,0.111,1.147,482.979,0.467,0.645,0.506,1.26,0.739,1.012,0.591,1.651,0.014,0.213,0.003,0.293,0.232,0.158,0.372,-0.138,0.23,0.528,0.473,0.001,0.004,0.005,0,151.4,160.84,2.615,1.795
Czechia,1993,CZE,10318915,1.33712E+11,2.195,0.213,140.129,-5.582,-3.831,133.754,-5.215,-3.753,12.962,1,0.279,13.58,1.048,0.293,100.747,9.763,100.395,8781.813,8685.121,7608.183,1.631,200.68,12.568,864.521,6.406,46412.75,3.582,0.378,0.037,15.317,1.484,15.135,14.221,-6.375,-0.618,19.72,1.911,5.37,0.52,20.387,1.976,0.107,1.105,478.929,0.398,0.614,0.483,1.185,0.725,1.002,0.589,1.643,0.018,0.22,0.002,0.291,0.256,0.155,0.377,-0.131,0.221,0.51,0.471,0.001,0.004,0.005,0,146.75,156.18,-7.666,-5.471
Czechia,1994,CZE,10321309,1.39363E+11,2.208,0.214,132.673,-7.456,-5.321,127.36,-6.393,-4.78,12.34,0.914,0.273,12.854,0.952,0.284,94.922,9.197,102.603,8914.487,8812.481,7703.104,1.999,214.904,7.255,884.325,7.551,45199.211,3.347,0.368,0.036,14.225,1.378,14.425,13.511,-5.313,-0.515,18.52,1.794,5.55,0.538,19.805,1.919,0.111,1.146,466.515,0.375,0.578,0.451,1.11,0.711,0.991,0.586,1.633,0.022,0.226,0.001,0.288,0.278,0.148,0.347,-0.1,0.214,0.529,0.467,0.001,0.004,0.005,0,139.45,148.89,-7.183,-5.414
Czechia,1995,CZE,10311702,1.49916E+11,2.005,0.194,131.627,-1.046,-0.789,125.801,-1.559,-1.224,12.2,0.839,0.259,12.765,0.878,0.271,94.834,9.197,104.608,9046.114,8938.283,7797.938,2.361,230.535,1.429,901.996,8.677,47151.668,3.243,0.362,0.035,15.63,1.516,14.432,13.518,-5.826,-0.565,17.99,1.745,5.53,0.536,17.671,1.714,0.109,1.125,486.214,0.322,0.561,0.438,1.078,0.695,0.98,0.583,1.623,0.025,0.232,0,0.286,0.295,0.148,0.371,-0.11,0.189,0.503,0.464,0.001,0.004,0.005,0,139.39,148.82,-7.972,-6.056
Czechia,1996,CZE,10295653,1.58347E+11,2.116,0.206,135.004,3.377,2.566,129.911,4.11,3.267,12.618,0.82,0.258,13.113,0.853,0.268,95.219,9.248,106.724,9181.119,9068.194,7893.157,2.711,248.576,-3.664,920.029,9.921,48847.988,3.176,0.35,0.034,18.041,1.752,14.611,13.694,-5.093,-0.495,17.76,1.725,5.75,0.558,18.033,1.752,0.121,1.244,502.922,0.333,0.559,0.441,1.056,0.68,0.969,0.58,1.612,0.028,0.24,-0.001,0.283,0.313,0.142,0.41,-0.096,0.187,0.561,0.461,0.001,0.004,0.005,0,140.99,150.43,-12.617,-9.346
Czechia,1997,CZE,10279042,1.59287E+11,2.083,0.203,130.834,-4.17,-3.089,126.327,-3.584,-2.759,12.29,0.793,0.262,12.728,0.821,0.271,90.923,8.845,108.808,9311.953,9194.521,7984.08,3.056,267.011,-8.171,937.632,11.366,46922.652,3.028,0.345,0.034,18.435,1.793,14.393,13.475,-4.507,-0.438,17.4,1.693,5.49,0.534,17.603,1.713,0.141,1.445,482.32,0.315,0.538,0.402,1.014,0.666,0.958,0.577,1.602,0.031,0.247,-0.001,0.28,0.335,0.137,0.418,-0.063,0.18,0.646,0.457,0.001,0.004,0.005,0,138.51,147.95,-12.178,-9.308
Czechia,1998,CZE,10263837,1.60811E+11,2.068,0.201,125.427,-5.407,-4.133,121.837,-4.491,-3.555,11.87,0.758,0.26,12.22,0.78,0.268,83.666,8.151,110.875,9437.381,9316.358,8067.746,3.396,285.435,-11.761,956.94,12.989,45623.383,2.912,0.34,0.033,18.424,1.795,13.772,12.852,-3.591,-0.35,16.71,1.628,5.41,0.527,19.308,1.881,0.158,1.623,468.271,0.314,0.518,0.41,0.959,0.652,0.948,0.574,1.591,0.033,0.253,-0.002,0.277,0.36,0.141,0.411,-0.065,0.195,0.736,0.453,0.001,0.004,0.005,0,131.91,141.35,-11.198,-8.928
Czechia,1999,CZE,10249145,1.65214E+11,1.963,0.192,116.57,-8.857,-7.062,112.576,-9.26,-7.601,10.984,0.681,0.251,11.374,0.706,0.26,75.616,7.378,112.838,9553.951,9428.935,8143.361,3.71,303.909,-15.755,975.465,14.667,43807.262,2.718,0.314,0.031,18.475,1.803,13.003,12.082,-3.994,-0.39,15.86,1.547,5.13,0.501,18.525,1.807,0.164,1.678,448.987,0.284,0.471,0.373,0.854,0.638,0.936,0.57,1.578,0.036,0.259,-0.002,0.275,0.383,0.135,0.4,-0.073,0.183,0.766,0.449,0.001,0.004,0.005,0,123.83,133.27,-6.337,-5.436
Czechia,2000,CZE,10234712,1.74508E+11,1.937,0.189,127.156,10.586,9.081,123.272,10.696,9.501,12.045,0.706,0.26,12.424,0.729,0.268,86.836,8.484,114.775,9681.105,9552.207,8230.197,4.032,322.044,-19.639,993.581,16.477,46362.195,2.719,0.322,0.032,18.134,1.772,14.08,13.157,-3.884,-0.379,14.98,1.464,5.53,0.54,18.116,1.77,0.177,1.81,474.504,0.268,0.5,0.403,0.944,0.623,0.925,0.567,1.567,0.038,0.264,-0.003,0.272,0.407,0.116,0.383,-0.076,0.176,0.837,0.446,0.001,0.004,0.005,0,134.66,144.1,-6.743,-5.303
Czechia,2001,CZE,10230273,1.82135E+11,1.629,0.159,127.03,-0.126,-0.099,123.036,-0.236,-0.191,12.027,0.676,0.254,12.417,0.697,0.262,84.798,8.289,116.404,9808.136,9675.243,8314.996,4.364,341.344,-23.633,1012.754,18.276,47434.898,2.664,0.332,0.032,19.3,1.887,14.056,13.378,-3.994,-0.39,14.68,1.435,5.87,0.574,19.173,1.874,0.176,1.799,485.272,0.216,0.495,0.405,0.916,0.607,0.915,0.564,1.556,0.04,0.269,-0.004,0.269,0.429,0.118,0.404,-0.084,0.185,0.844,0.442,0.001,0.004,0.005,0,136.86,143.8,-5.094,-4.01
Czechia,2002,CZE,10238170,1.87506E+11,1.403,0.137,123.947,-3.083,-2.427,120.356,-2.68,-2.178,11.756,0.642,0.247,12.106,0.661,0.255,82.676,8.075,117.808,9932.083,9795.6,8397.672,4.698,359.883,-27.224,1031.988,20.036,47543.316,2.596,0.334,0.033,18.539,1.811,13.498,12.82,-3.591,-0.351,14.14,1.381,4.9,0.479,19.234,1.879,0.172,1.76,486.757,0.176,0.472,0.383,0.854,0.59,0.905,0.561,1.543,0.042,0.273,-0.004,0.267,0.448,0.112,0.378,-0.069,0.185,0.816,0.438,0.001,0.004,0.005,0,131.25,138.19,0.95,0.766
Czechia,2003,CZE,10248039,1.96739E+11,1.485,0.145,127.479,3.532,2.849,124.218,3.862,3.208,12.121,0.631,0.241,12.439,0.648,0.248,83.968,8.194,119.292,10059.562,9919.816,8481.64,5.02,378.856,-30.484,1052.957,21.796,50209.617,2.615,0.323,0.031,18.974,1.851,13.909,13.232,-3.261,-0.318,14.07,1.373,4.99,0.487,20.969,2.046,0.172,1.76,514.55,0.174,0.461,0.373,0.798,0.573,0.894,0.558,1.529,0.043,0.277,-0.005,0.265,0.464,0.108,0.373,-0.058,0.196,0.799,0.434,0.001,0.004,0.005,0,135.6,142.54,-6.621,-5.194
Czechia,2004,CZE,10261003,2.09118E+11,1.627,0.159,128.248,0.769,0.603,124.767,0.549,0.442,12.159,0.597,0.236,12.499,0.613,0.243,83.408,8.129,120.919,10187.81,10044.584,8565.048,5.335,397.976,-33.965,1074.955,23.576,51439.855,2.524,0.314,0.031,19.12,1.863,13.945,13.268,-3.481,-0.339,13.65,1.33,5.19,0.506,21.998,2.144,0.174,1.78,527.825,0.179,0.448,0.367,0.767,0.556,0.883,0.554,1.514,0.045,0.28,-0.005,0.263,0.479,0.097,0.364,-0.065,0.199,0.771,0.43,0.001,0.004,0.005,0,136.14,143.09,-12.798,-9.979
Czechia,2005,CZE,10280122,2.25438E+11,1.625,0.158,125.689,-2.559,-1.995,122.647,-2.119,-1.699,11.931,0.544,0.236,12.226,0.558,0.242,80.603,7.841,122.544,10313.498,10167.231,8645.651,5.649,416.735,-37.006,1097.557,25.362,50547.258,2.305,0.314,0.031,18.759,1.825,13.62,12.944,-3.041,-0.296,14.04,1.366,5.09,0.495,22.602,2.199,0.174,1.786,519.632,0.168,0.424,0.357,0.698,0.54,0.871,0.55,1.498,0.046,0.283,-0.006,0.262,0.491,0.091,0.349,-0.064,0.203,0.739,0.426,0.001,0.004,0.005,0,133.07,140.02,-15.354,-12.216
Czechia,2006,CZE,10304822,2.44024E+11,1.748,0.17,126.566,0.878,0.698,123.818,1.171,0.954,12.016,0.507,0.234,12.282,0.519,0.239,81.884,7.946,124.292,10440.064,10291.05,8727.534,5.984,435.15,-39.754,1119.965,27.138,51379.383,2.17,0.336,0.033,18.415,1.787,13.685,13.01,-2.748,-0.267,14.29,1.387,4.96,0.481,22.408,2.174,0.172,1.775,529.455,0.166,0.414,0.347,0.672,0.523,0.86,0.546,1.481,0.047,0.285,-0.006,0.26,0.501,0.097,0.334,-0.054,0.199,0.703,0.421,0.001,0.004,0.005,0,134.07,141.02,-11.095,-8.766
Czechia,2007,CZE,10337831,2.6081E+11,2.043,0.198,128.37,1.804,1.425,126.245,2.427,1.96,12.212,0.484,0.241,12.417,0.492,0.245,83.626,8.089,126.335,10568.434,10417.294,8811.16,6.288,452.61,-41.88,1143.039,29.002,50659.105,2.008,0.303,0.029,17.459,1.689,13.927,13.255,-2.125,-0.206,13.82,1.337,4.99,0.483,23.074,2.232,0.18,1.864,523.705,0.181,0.407,0.351,0.655,0.508,0.848,0.543,1.463,0.049,0.285,-0.006,0.259,0.511,0.083,0.307,-0.048,0.204,0.719,0.417,0.001,0.004,0.005,0,137.03,143.97,-6.535,-5.091
Czechia,2008,CZE,10378586,2.71304E+11,1.996,0.192,122.912,-5.458,-4.252,120.787,-5.458,-4.323,11.638,0.445,0.235,11.843,0.453,0.239,78.658,7.579,128.331,10691.347,10538.081,8889.819,6.586,469.908,-44.005,1165.927,30.776,49488.312,1.893,0.298,0.029,17.298,1.667,13.387,12.718,-2.125,-0.205,13.92,1.341,4.92,0.474,22.888,2.205,0.171,1.774,513.619,0.175,0.383,0.329,0.596,0.493,0.836,0.539,1.445,0.049,0.286,-0.006,0.257,0.518,0.08,0.295,-0.046,0.203,0.683,0.413,0.001,0.004,0.005,0,131.99,138.94,1.32,1.074
Czechia,2009,CZE,10421515,2.61474E+11,1.566,0.15,115.013,-7.899,-6.427,112.925,-7.862,-6.509,10.836,0.432,0.229,11.036,0.44,0.233,73.286,7.032,129.897,10806.359,10651.006,8963.104,6.845,486.223,-46.093,1187.94,32.35,47287.844,1.885,0.259,0.025,16.315,1.566,12.601,11.934,-2.088,-0.2,13.59,1.304,4.69,0.45,22.013,2.112,0.151,1.574,492.811,0.133,0.364,0.309,0.563,0.478,0.825,0.535,1.427,0.05,0.286,-0.007,0.256,0.523,0.068,0.284,-0.041,0.2,0.646,0.409,0.001,0.005,0.005,0,124.37,131.32,-0.763,-0.664
Czechia,2010,CZE,10464750,2.70895E+11,1.469,0.14,117.482,2.469,2.147,115.98,3.055,2.705,11.083,0.428,0.226,11.226,0.434,0.229,74.553,7.124,131.366,10923.842,10766.986,9037.657,7.112,504.621,-47.595,1209.093,33.991,49083.73,1.896,0.267,0.025,18.398,1.758,12.685,12.021,-1.502,-0.144,13.82,1.321,4.55,0.435,21.154,2.021,0.157,1.641,513.649,0.117,0.352,0.304,0.535,0.462,0.813,0.53,1.407,0.05,0.286,-0.007,0.254,0.529,0.07,0.297,-0.031,0.186,0.667,0.405,0.001,0.005,0.005,0,125.8,132.75,3.221,2.742
Czechia,2011,CZE,10496379,2.79861E+11,1.665,0.159,115.186,-2.296,-1.955,113.72,-2.26,-1.948,10.834,0.406,0.227,10.974,0.412,0.229,73.744,7.026,133.031,11039.027,10880.705,9111.401,7.374,521.446,-49.061,1230.011,35.764,47823.707,1.794,0.262,0.025,16.825,1.603,12.384,12.037,-1.466,-0.14,13.77,1.312,4.71,0.449,20.917,1.993,0.169,1.773,501.976,0.123,0.334,0.288,0.5,0.446,0.801,0.526,1.387,0.051,0.285,-0.007,0.253,0.534,0.071,0.264,-0.03,0.184,0.645,0.4,0.001,0.005,0.005,0,126.35,129.99,0.744,0.646
Czechia,2012,CZE,10511065,2.77621E+11,1.517,0.144,111.281,-3.905,-3.39,96.295,-17.425,-15.323,9.161,0.347,0.193,10.587,0.401,0.223,70.749,6.731,134.548,11150.309,10977,9182.149,7.64,538.07,-64.047,1250.444,37.456,47515.48,1.799,0.266,0.025,16.624,1.582,12.112,11.766,-14.986,-1.426,13.62,1.296,5.14,0.489,20.433,1.944,0.161,1.692,499.438,0.11,0.318,0.242,0.474,0.431,0.789,0.52,1.367,0.051,0.284,-0.009,0.251,0.537,0.07,0.256,-0.31,0.177,0.612,0.396,0.001,0.005,0.006,0,123.67,127.31,-0.409,-0.368
Czechia,2013,CZE,10514547,2.76286E+11,1.332,0.127,106.711,-4.569,-4.106,93.338,-2.957,-3.071,8.877,0.338,0.19,10.149,0.386,0.218,66.849,6.358,135.88,11257.02,11070.339,9248.998,7.842,554.896,-77.42,1270.23,39.173,46623.125,1.774,0.201,0.019,16.826,1.6,11.56,11.214,-13.374,-1.272,12.82,1.219,4.99,0.475,19.786,1.882,0.163,1.717,490.221,0.092,0.302,0.234,0.445,0.416,0.777,0.515,1.346,0.051,0.283,-0.011,0.249,0.539,0.052,0.257,-0.289,0.17,0.584,0.392,0.001,0.005,0.006,0,117.91,121.55,2.255,2.113
Czechia,2014,CZE,10517178,2.83781E+11,1.483,0.141,104.229,-2.483,-2.326,90.892,-2.446,-2.62,8.642,0.32,0.189,9.91,0.367,0.217,64.88,6.169,137.363,11361.248,11161.23,9313.878,8.045,570.009,-90.757,1291.062,40.892,45633.582,1.691,0.203,0.019,15.113,1.437,11.233,10.888,-13.337,-1.268,12.76,1.213,5.1,0.485,20.832,1.981,0.163,1.719,479.937,0.099,0.293,0.224,0.431,0.402,0.766,0.51,1.327,0.051,0.281,-0.013,0.248,0.54,0.052,0.227,-0.271,0.178,0.564,0.388,0.001,0.005,0.006,0,114.51,118.14,-1.293,-1.24
Czechia,2015,CZE,10523801,2.9665E+11,1.558,0.148,104.996,0.767,0.736,92.318,1.426,1.569,8.772,0.311,0.196,9.977,0.354,0.223,64.296,6.11,138.921,11466.244,11253.549,9378.174,8.237,585.917,-103.435,1312.412,42.582,44728.676,1.587,0.192,0.018,15.909,1.512,11.446,11.102,-12.677,-1.205,12.76,1.212,5.55,0.527,21.35,2.029,0.161,1.69,470.716,0.108,0.295,0.225,0.437,0.391,0.755,0.504,1.309,0.051,0.28,-0.014,0.246,0.54,0.05,0.234,-0.235,0.179,0.558,0.384,0.001,0.005,0.006,0,116.83,120.46,-0.234,-0.223
Czechia,2016,CZE,10527584,3.03851E+11,1.698,0.161,106.656,1.66,1.581,94.638,2.32,2.513,8.99,0.311,0.204,10.131,0.351,0.23,64.709,6.147,140.618,11572.899,11348.187,9442.883,8.396,602.926,-115.453,1333.803,44.273,44110.195,1.528,0.159,0.015,17.009,1.616,11.682,11.13,-12.018,-1.142,12.47,1.185,5.58,0.53,21.391,2.032,0.161,1.691,464.374,0.114,0.3,0.236,0.451,0.379,0.744,0.5,1.292,0.051,0.279,-0.016,0.244,0.541,0.042,0.244,-0.265,0.178,0.563,0.38,0.001,0.005,0.006,0,117.17,122.98,-0.709,-0.665
Czechia,2017,CZE,10531315,3.17076E+11,1.728,0.164,107.748,1.092,1.024,92.982,-1.656,-1.75,8.829,0.293,0.19,10.231,0.34,0.22,64.286,6.104,142.347,11680.647,11441.168,9507.169,8.523,620.64,-130.219,1355.967,46.002,46583.094,1.547,0.127,0.012,17.714,1.682,11.641,11.088,-14.766,-1.402,12.49,1.186,5.28,0.501,22.163,2.105,0.164,1.729,490.581,0.115,0.298,0.23,0.443,0.369,0.734,0.495,1.275,0.051,0.278,-0.018,0.243,0.542,0.032,0.248,-0.341,0.181,0.572,0.377,0.001,0.005,0.006,0,116.77,122.59,3.351,3.11
Czechia,2018,CZE,10534598,3.261E+11,1.868,0.177,106.338,-1.41,-1.308,89.447,-3.535,-3.802,8.491,0.274,0.183,10.094,0.326,0.217,63.553,6.033,144.214,11786.985,11530.616,9570.722,8.627,637.281,-147.11,1378.339,47.801,46420.684,1.5,0.104,0.01,16.642,1.58,11.506,10.954,-16.891,-1.603,12.41,1.178,5.14,0.488,22.372,2.124,0.171,1.799,489.023,0.119,0.289,0.218,0.431,0.359,0.724,0.49,1.259,0.05,0.276,-0.02,0.242,0.544,0.025,0.221,-0.404,0.182,0.595,0.373,0.001,0.005,0.006,0,115.4,121.21,7.266,6.833
Czechia,2019,CZE,10536876,,1.977,0.188,101.013,-5.325,-5.008,82.217,-7.23,-8.083,7.803,,0.172,9.587,,0.211,57.447,5.452,146.191,11887.998,11612.832,9628.169,8.708,654.643,-165.906,1400.826,49.459,45355.285,,0.081,0.008,17.362,1.648,11.065,10.513,-18.796,-1.784,12.44,1.181,5.32,0.505,22.487,2.134,0.157,1.658,477.903,0.122,0.272,0.197,0.39,0.35,0.714,0.485,1.242,0.049,0.274,-0.023,0.241,0.544,0.019,0.227,-0.412,0.182,0.541,0.37,0.001,0.005,0.006,0,110.77,116.59,8.143,8.061
Czechia,2020,CZE,10530951,,1.891,0.18,91.854,-9.159,-9.067,71.299,-10.918,-13.279,6.77,,0.161,8.722,,0.208,49.847,4.733,148.082,11979.853,11684.131,9678.017,8.761,672.074,-186.461,1421.956,50.963,42025.309,,0.053,0.005,17.431,1.655,,,-20.555,-1.952,,,,,21.129,2.006,0.143,1.503,442.566,0.115,0.26,0.181,0.352,0.341,0.705,0.48,1.226,0.049,0.273,-0.025,0.24,0.543,0.013,0.231,-0.507,0.189,0.507,0.366,0.001,0.005,0.006,0,,,8.034,8.747
Denmark,1990,DNK,5144626,1.51206E+11,0.882,0.172,53.585,4.776,9.785,52.083,3.457,7.109,10.124,0.344,0.258,10.416,0.354,0.265,24.005,4.666,45.106,2554.726,3766.539,1323.625,4.353,17.496,1213.297,1163.326,0.819,39256.695,1.336,0.341,0.066,4.35,0.846,13.381,13.449,-1.502,-0.292,9.43,1.833,7.3,1.419,23.187,4.507,0.159,0.819,201.961,0.179,0.235,0.188,0.276,0.368,0.316,0.27,0.302,0.053,0.022,0.206,0.432,0.044,0.127,0.113,-0.031,0.251,0.365,0.216,0,0.001,0.002,0,69.19,68.84,8.514,15.889
Denmark,1991,DNK,5158325,1.54194E+11,1.088,0.211,64.2,10.615,19.81,62.331,10.249,19.678,12.084,0.404,0.268,12.446,0.416,0.276,32.57,6.314,46.194,2618.926,3828.87,1356.195,5.002,22.414,1211.428,1187.612,1.508,45141.34,1.51,0.65,0.126,4.917,0.953,15.445,15.511,-1.869,-0.362,9.66,1.873,7.17,1.39,24.287,4.708,0.134,0.689,232.854,0.214,0.276,0.223,0.379,0.362,0.315,0.27,0.304,0.059,0.027,0.204,0.426,0.073,0.23,0.126,-0.039,0.25,0.318,0.215,0,0.001,0.002,0,80.01,79.67,1.623,2.528
Denmark,1992,DNK,5175466,1.58108E+11,1.193,0.231,58.391,-5.809,-9.049,57.585,-4.747,-7.615,11.126,0.364,0.264,11.282,0.369,0.268,27.133,5.243,47.388,2677.317,3886.455,1383.328,5.679,27.581,1210.622,1211.233,2.107,42148.238,1.38,0.677,0.131,5.167,0.998,14.194,14.26,-0.806,-0.156,9.69,1.872,6.7,1.295,23.621,4.564,0.116,0.599,218.137,0.226,0.259,0.21,0.323,0.357,0.314,0.268,0.304,0.065,0.032,0.202,0.421,0.092,0.27,0.131,-0.016,0.256,0.276,0.214,0,0.001,0.002,0,73.8,73.46,11.139,19.076
Denmark,1993,DNK,5193776,1.5903E+11,1.206,0.232,60.637,2.246,3.847,56.167,-1.418,-2.462,10.814,0.353,0.243,11.675,0.381,0.262,28.451,5.478,48.594,2737.954,3942.622,1411.78,6.261,33.432,1206.152,1235.231,2.656,44534.789,1.454,0.582,0.112,5.851,1.127,14.65,14.716,-4.47,-0.861,9.84,1.895,6.74,1.298,23.998,4.62,0.106,0.549,231.304,0.219,0.266,0.203,0.335,0.351,0.312,0.267,0.305,0.07,0.037,0.2,0.416,0.106,0.238,0.144,-0.092,0.26,0.253,0.214,0,0.001,0.002,0,76.43,76.09,6.556,10.812
Denmark,1994,DNK,5213801,1.68469E+11,1.192,0.229,64.698,4.061,6.697,62.573,6.406,11.405,12.001,0.371,0.252,12.409,0.384,0.261,30.578,5.865,49.786,2802.652,4005.195,1442.357,6.836,39.978,1204.027,1260.396,3.299,47576.793,1.472,0.575,0.11,6.546,1.256,15.29,15.357,-2.125,-0.408,9.69,1.859,6.64,1.274,25.165,4.827,0.123,0.643,248.056,0.203,0.282,0.221,0.358,0.345,0.311,0.266,0.306,0.074,0.042,0.198,0.411,0.121,0.232,0.16,-0.04,0.272,0.297,0.213,0,0.002,0.002,0,80.07,79.72,4.206,6.501
Denmark,1995,DNK,5235205,1.74566E+11,1.204,0.23,61.614,-3.084,-4.766,58.647,-3.926,-6.275,11.202,0.336,0.241,11.769,0.353,0.253,25.6,4.89,50.99,2864.267,4063.842,1467.957,7.29,47.552,1201.059,1286.42,4.058,46534.887,1.396,0.454,0.087,7.574,1.447,14.626,14.691,-2.968,-0.567,9.65,1.843,6.64,1.268,26.024,4.971,0.145,0.759,243.62,0.193,0.263,0.204,0.291,0.339,0.31,0.265,0.305,0.077,0.048,0.196,0.407,0.138,0.185,0.18,-0.056,0.278,0.34,0.212,0,0.002,0.002,0,76.91,76.57,6.576,10.673
Denmark,1996,DNK,5256002,1.80658E+11,1.282,0.244,74.869,13.254,21.512,72.157,13.511,23.037,13.729,0.399,0.249,14.244,0.414,0.258,35.137,6.685,52.272,2939.135,4135.999,1503.094,7.787,56.46,1198.348,1314.784,4.738,55153.883,1.605,0.498,0.095,8.909,1.695,17.135,17.199,-2.711,-0.516,9.73,1.851,6.59,1.254,28.364,5.397,0.129,0.68,289.889,0.202,0.31,0.245,0.39,0.333,0.31,0.265,0.307,0.08,0.054,0.193,0.404,0.15,0.201,0.203,-0.051,0.294,0.306,0.212,0,0.002,0.002,0,90.4,90.06,-1.807,-2.414
Denmark,1997,DNK,5277385,1.87613E+11,1.343,0.254,65.469,-9.4,-12.555,62.757,-9.4,-13.027,11.892,0.335,0.239,12.406,0.349,0.249,26.15,4.955,53.615,3004.604,4198.756,1529.244,8.485,65.835,1195.636,1341.927,5.498,49834.898,1.402,0.697,0.132,9.375,1.777,15.233,15.292,-2.711,-0.514,9.76,1.849,6.58,1.247,27.142,5.143,0.144,0.76,262.998,0.203,0.269,0.2,0.292,0.328,0.309,0.263,0.307,0.085,0.061,0.191,0.4,0.162,0.278,0.212,-0.038,0.277,0.34,0.211,0,0.002,0.002,0,80.7,80.39,1.987,3.035
