Country,Year,ISO_Code,Population,GDP,Cement_CO2,Cement_CO2_Per_Capita,CO2,CO2_Growth_Abs,CO2_Growth_Prct,CO2_Including_luc,CO2_Including_luc_Growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,
Albania,1995,ALB,3284370,11600734208,0.103,0.031,2.089,0.165,8.59,2.382,-0.091,-3.688,0.725,0.205,0.105,0.636,0.18,0.092,0.161,0.049,9.32,185.716,434.171,59.843,0,15.202,440.852,101.35,,6919.917,1.959,0,0,0.051,0.016,2.244,2.308,0.293,0.089,4.09,1.245,1.34,0.408,1.773,0.54,,22.728,0.017,0.009,0.008,0.002,0.062,0.02,0.028,0.012,0,0.015,0.072,0.032,,0,0.001,0.006,0.019,,0.033,0,0,0,0,7.58,7.37,0.455,21.775,
Albania,1996,ALB,3271336,12727380992,0.105,0.032,2.018,-0.072,-3.425,2.054,-0.328,-13.77,0.628,0.161,0.082,0.617,0.159,0.081,0.114,0.035,9.425,187.733,436.226,59.957,0,15.246,440.889,103.105,,7645.64,1.965,0,0,0.044,0.013,2.167,2.228,0.037,0.011,3.92,1.198,1.19,0.364,1.755,0.536,,25.011,0.017,0.008,0.007,0.001,0.06,0.02,0.028,0.012,0,0.015,0.071,0.032,,0,0.001,0.001,0.018,,0.033,0,0,0,0,7.29,7.09,1.005,49.797,
Albania,1997,ALB,3253721,11396507648,0.052,0.016,1.543,-0.474,-23.519,1.543,-0.511,-24.883,0.474,0.135,0.068,0.474,0.135,0.068,0.044,0.014,9.477,189.276,437.769,60.001,0,15.283,440.889,104.516,,7020.859,2.004,0,0,0.037,0.011,1.952,2.022,0,0,3.72,1.143,1.13,0.347,1.411,0.434,,22.844,0.008,0.006,0.005,0,0.058,0.019,0.027,0.012,0,0.014,0.07,0.031,,0,0.001,0,0.014,,0.033,0,0,0,0,6.58,6.35,0.683,44.259,
Albania,1998,ALB,3232185,12466707456,0.044,0.013,1.755,0.212,13.72,1.791,0.248,16.095,0.554,0.144,0.073,0.543,0.141,0.071,0.055,0.017,9.52,191.031,439.56,60.055,0,15.316,440.926,106.139,,7602.231,1.971,0,0,0.033,0.01,2.042,2.107,0.037,0.011,3.57,1.105,1.16,0.359,1.623,0.502,,24.572,0.007,0.007,0.006,0.001,0.056,0.019,0.027,0.012,0,0.014,0.07,0.031,,0,0.001,0.001,0.016,,0.032,0,0,0,0,6.81,6.6,0.781,44.491,
Albania,1999,ALB,3208265,14151858176,0.055,0.017,2.986,1.231,70.182,2.693,0.902,50.338,0.839,0.19,0.122,0.931,0.211,0.135,0.11,0.034,9.575,194.017,442.253,60.166,0,15.345,440.633,108.931,,6892.834,1.563,0,0,0.029,0.009,2.437,2.5,-0.293,-0.091,3.62,1.128,1.13,0.352,2.792,0.87,,22.114,0.008,0.012,0.009,0.001,0.054,0.019,0.027,0.012,0,0.013,0.069,0.031,,0,0.001,-0.005,0.028,,0.032,0,0,0,0,8.02,7.82,0.793,26.564,
Albania,2000,ALB,3182027,15214264320,0.094,0.029,3.025,0.039,1.297,2.732,0.039,1.438,0.859,0.18,0.095,0.951,0.199,0.105,0.07,0.022,9.669,197.042,444.985,60.235,0,15.367,440.34,111.771,,9029.438,1.888,0,0,0.022,0.007,2.558,2.64,-0.293,-0.092,3.71,1.166,1.21,0.38,2.84,0.892,,28.732,0.013,0.012,0.009,0.001,0.052,0.019,0.026,0.011,0,0.013,0.069,0.031,,0,0,-0.006,0.028,,0.031,0,0,0,0,8.4,8.14,1.066,35.24,
Albania,2001,ALB,3153615,16563844096,0,0,3.221,0.196,6.471,2.964,0.232,8.506,0.94,0.179,0.109,1.021,0.194,0.118,0.081,0.026,9.669,200.263,447.949,60.316,0,15.382,440.083,114.896,,8635.532,1.644,0,0,0.015,0.005,2.572,2.22,-0.256,-0.081,3.61,1.145,1.14,0.361,3.125,0.991,,27.233,0,0.013,0.01,0.001,0.05,0.019,0.026,0.011,0,0.012,0.068,0.031,,0,0,-0.005,0.03,,0.031,0,0,0,0,7,8.11,1.276,39.621,
Albania,2002,ALB,3123554,17408065536,0,0,3.748,0.528,16.382,3.345,0.381,12.855,1.071,0.192,0.113,1.2,0.215,0.127,0.084,0.027,9.669,204.011,451.294,60.4,0,15.407,439.68,118.535,,9443.555,1.694,0,0,0.026,0.008,2.801,2.443,-0.403,-0.129,3.56,1.14,1.29,0.413,3.638,1.165,,29.497,0,0.014,0.011,0.001,0.048,0.019,0.026,0.011,0,0.012,0.067,0.031,,0,0.001,-0.008,0.035,,0.031,0,0,0,0,7.63,8.75,1.352,36.076,
Albania,2003,ALB,3092993,18465497088,0.302,0.098,4.303,0.555,14.813,4.34,0.995,29.741,1.403,0.235,0.13,1.391,0.233,0.129,0.084,0.027,9.971,208.314,455.634,60.484,0,15.433,439.717,122.426,,10756.612,1.802,0,0,0.026,0.008,2.939,2.577,0.037,0.012,3.57,1.154,1.3,0.42,3.891,1.258,,33.27,0.035,0.016,0.013,0.001,0.048,0.019,0.026,0.011,0,0.011,0.067,0.031,,0,0.001,0.001,0.036,,0.03,0,0,0,0,7.97,9.09,1.593,37.016,
Albania,2004,ALB,3062629,19587880960,0.3,0.098,4.177,-0.127,-2.947,3.481,-0.86,-19.806,1.136,0.178,0.098,1.364,0.213,0.118,0.084,0.028,10.272,212.491,459.115,60.568,0,15.466,439.02,126.185,,11586.951,1.812,0,0,0.033,0.011,2.991,2.628,-0.696,-0.227,3.5,1.143,1.26,0.411,3.759,1.227,,35.487,0.033,0.015,0.01,0.001,0.047,0.018,0.025,0.011,0,0.011,0.066,0.031,,0,0.001,-0.013,0.034,,0.03,0,0,0,0,8.05,9.16,1.351,32.35,
Albania,2005,ALB,3032636,20781076480,0.256,0.085,4.261,0.085,2.029,6.68,3.199,91.915,2.203,0.321,0.191,1.405,0.205,0.122,0.073,0.024,10.528,216.753,465.795,60.642,0,15.488,441.439,130.095,,11545.616,1.685,0,0,0.022,0.007,2.951,2.582,2.418,0.797,3.49,1.151,1.27,0.419,3.91,1.289,,35.014,0.027,0.014,0.019,0.001,0.046,0.018,0.025,0.011,0,0.011,0.066,0.031,,0,0,0.051,0.035,,0.029,0,0,0,0,7.83,8.95,1.569,36.819,
Albania,2006,ALB,3003391,22124285952,0.276,0.092,3.911,-0.351,-8.23,4.24,-2.439,-36.517,1.412,0.192,0.129,1.302,0.177,0.119,0.073,0.024,10.804,220.663,470.035,60.715,0,15.51,441.768,133.634,,10976.728,1.49,0,0,0.022,0.007,2.947,2.574,0.33,0.11,3.44,1.145,1.21,0.403,3.54,1.179,,32.967,0.026,0.013,0.012,0.001,0.045,0.018,0.025,0.01,0,0.01,0.066,0.031,,0,0,0.006,0.031,,0.029,0,0,0,0,7.73,8.85,1.836,46.957,
Albania,2007,ALB,2976089,23574646784,0.468,0.157,3.949,0.038,0.978,6.77,2.53,59.658,2.275,0.287,0.239,1.327,0.168,0.139,0.073,0.025,11.272,224.612,476.805,60.788,0,15.543,444.59,137.009,,9534.874,1.204,0,0,0.033,0.011,2.977,2.604,2.821,0.948,3.31,1.112,1.21,0.407,3.375,1.134,,28.377,0.041,0.013,0.019,0.001,0.045,0.018,0.025,0.01,0,0.01,0.066,0.031,,0,0.001,0.064,0.03,,0.028,0,0,0,0,7.75,8.86,2.035,51.539,
Albania,2008,ALB,2951690,25476937728,0.484,0.164,4.397,0.448,11.347,6.522,-0.248,-3.664,2.21,0.256,0.21,1.49,0.173,0.142,0.103,0.035,11.756,229.009,483.327,60.891,0,15.558,446.715,140.805,,10499.328,1.216,0,0,0.015,0.005,2.914,2.534,2.125,0.72,3.13,1.06,1.13,0.383,3.796,1.286,,30.991,0.042,0.014,0.018,0.001,0.045,0.018,0.025,0.01,0,0.009,0.065,0.031,,0,0,0.046,0.034,,0.028,0,0,0,0,7.48,8.6,2.154,48.995,
Albania,2009,ALB,2930553,26471389184,0.585,0.2,4.407,0.01,0.216,5.579,-0.943,-14.46,1.904,0.211,0.165,1.504,0.166,0.13,0.388,0.133,12.341,233.416,488.907,61.279,0,15.576,447.887,144.22,,11524.428,1.276,0,0,0.018,0.006,2.948,2.566,1.172,0.4,3.02,1.031,1.12,0.382,3.415,1.165,,33.773,0.05,0.014,0.015,0.003,0.045,0.018,0.025,0.01,0,0.009,0.065,0.031,,0,0,0.023,0.031,,0.027,0,0,0,0,7.52,8.64,2.515,57.071,
Albania,2010,ALB,2913402,27598268416,0.838,0.288,4.784,0.377,8.563,5.443,-0.136,-2.431,1.868,0.197,0.151,1.642,0.173,0.133,0.429,0.147,13.178,238.2,494.35,61.708,0,15.602,448.547,147.712,,12377.504,1.307,0,0,0.026,0.009,3.055,2.67,0.66,0.226,3.03,1.04,1.11,0.381,3.492,1.199,,36.061,0.067,0.014,0.014,0.003,0.046,0.018,0.024,0.01,0,0.009,0.065,0.031,,0,0,0.014,0.031,,0.027,0,0,0,0,7.78,8.9,1.842,38.498,
Albania,2011,ALB,2900660,28452651008,0.976,0.337,5.315,0.531,11.096,6.231,0.787,14.463,2.148,0.219,0.198,1.832,0.187,0.169,0.535,0.184,14.155,243.514,500.581,62.243,0,15.631,449.463,151.486,,10854.649,1.107,0,0,0.029,0.01,3.217,2.927,0.916,0.316,3.02,1.041,1.15,0.396,3.774,1.301,,31.486,0.072,0.015,0.016,0.004,0.047,0.018,0.024,0.009,0,0.009,0.064,0.031,,0,0,0.018,0.033,,0.027,0,0,0,0,8.49,9.33,1.829,34.413,
Albania,2012,ALB,2892191,28855377920,1.039,0.359,4.85,-0.465,-8.742,5.693,-0.538,-8.633,1.968,0.197,0.185,1.677,0.168,0.157,0.627,0.217,15.194,248.364,506.273,62.869,0,15.66,450.306,154.641,,10652.809,1.068,0,0,0.029,0.01,3.07,2.78,0.843,0.291,3.06,1.058,1.15,0.398,3.155,1.091,,30.81,0.075,0.014,0.014,0.004,0.049,0.018,0.024,0.009,0,0.008,0.064,0.031,,0,0,0.017,0.027,,0.026,0,0,0,0,8.04,8.88,2.033,41.922,
Albania,2013,ALB,2887019,29142642688,1.129,0.391,5.287,0.437,9.019,5.837,0.144,2.535,2.022,0.2,0.151,1.831,0.181,0.137,0.795,0.275,16.323,253.652,512.11,63.664,0,15.693,450.855,157.971,,13392.774,1.327,0,0,0.033,0.011,3.093,2.802,0.55,0.19,3.06,1.06,1.12,0.388,3.331,1.154,,38.665,0.078,0.015,0.015,0.005,0.05,0.018,0.024,0.009,0,0.008,0.064,0.031,,0,0.001,0.012,0.029,,0.026,0,0,0,0,8.09,8.93,1.291,24.423,
Albania,2014,ALB,2884100,29675640832,1.045,0.362,6,0.712,13.469,6.696,0.859,14.712,2.322,0.226,0.197,2.08,0.202,0.176,1.029,0.357,17.368,259.652,518.806,64.693,0.012,15.752,451.551,161.827,,11809.461,1.148,0.012,0.004,0.059,0.02,3.245,2.954,0.696,0.241,3.09,1.071,1.14,0.395,3.856,1.337,,34.06,0.07,0.017,0.017,0.007,0.051,0.018,0.024,0.009,0,0.008,0.063,0.031,,0.003,0.001,0.014,0.033,,0.026,0,0,0,0,8.52,9.36,0.515,8.58,
Albania,2015,ALB,2882482,30444531712,0.954,0.331,4.712,-1.288,-21.46,5.885,-0.811,-12.115,2.042,0.193,0.173,1.635,0.155,0.138,0.322,0.112,18.322,264.364,524.691,65.016,0.047,15.814,452.724,165.165,,11824.314,1.12,0.035,0.012,0.062,0.022,3.199,2.907,1.172,0.407,3.11,1.079,1.19,0.413,3.338,1.158,,34.083,0.066,0.013,0.014,0.002,0.052,0.017,0.024,0.009,0,0.008,0.063,0.031,,0.009,0.001,0.022,0.028,,0.026,0,0,0,0,8.38,9.22,1.204,25.562,
Albania,2016,ALB,2881064,31481821184,0.88,0.306,4.632,-0.08,-1.701,5.145,-0.74,-12.57,1.786,0.163,0.129,1.608,0.147,0.116,0.191,0.066,19.202,268.996,529.836,65.206,0.087,15.975,453.237,168.525,,13823.748,1.265,0.04,0.014,0.161,0.056,3.155,3.072,0.513,0.178,3.09,1.073,1.23,0.427,3.36,1.166,,39.827,0.059,0.013,0.013,0.001,0.052,0.017,0.023,0.009,0.001,0.007,0.063,0.031,,0.011,0.002,0.011,0.028,,0.025,0,0,0,0,8.85,9.09,1.199,25.886,
Albania,2017,ALB,2879361,32678760448,1.011,0.351,5.564,0.932,20.125,6.04,0.896,17.406,2.098,0.185,0.164,1.932,0.17,0.151,0.275,0.095,20.214,274.56,535.876,65.481,0.118,16.144,453.713,172.603,,12802.36,1.128,0.031,0.011,0.168,0.058,3.355,3.272,0.476,0.165,3.05,1.059,1.19,0.413,4.079,1.417,,36.863,0.067,0.015,0.015,0.002,0.052,0.017,0.023,0.009,0.001,0.007,0.063,0.031,,0.008,0.002,0.011,0.033,,0.025,0,0,0,0,9.42,9.66,0.593,10.654,
Albania,2018,ALB,2877019,34009112576,1.017,0.353,4.984,-0.58,-10.426,5.314,-0.727,-12.03,1.847,0.156,0.126,1.732,0.147,0.119,0.473,0.164,21.231,279.544,541.19,65.953,0.132,16.294,454.043,175.934,,14609.701,1.236,0.014,0.005,0.15,0.052,3.285,3.205,0.33,0.115,3.01,1.046,1.08,0.375,3.331,1.158,,42.032,0.065,0.014,0.013,0.003,0.053,0.017,0.023,0.009,0.001,0.007,0.062,0.031,,0.003,0.002,0.008,0.027,,0.025,0,0,0,0,9.22,9.45,1.027,20.615,
Albania,2019,ALB,2873883,,1.048,0.365,4.947,-0.037,-0.734,5.167,-0.146,-2.757,1.798,,0.155,1.722,,0.149,0.322,0.112,22.279,284.491,546.357,66.276,0.136,16.426,454.263,179.375,,11585.555,,0.004,0.002,0.132,0.046,3.135,3.052,0.22,0.076,2.85,0.992,1.1,0.383,3.44,1.197,,33.296,0.065,0.013,0.012,0.002,0.053,0.017,0.023,0.009,0.001,0.007,0.062,0.031,,0.001,0.002,0.005,0.028,,0.024,0,0,0,0,8.77,9.01,0.979,19.793,
Argentina,1990,ARG,32637658,3.38751E+11,1.822,0.056,112.079,-4.942,-4.223,138.277,-2.121,-1.511,4.237,0.408,0.27,3.434,0.331,0.218,3.07,0.094,94.008,3671.46,12697.284,437.59,114.808,588.306,9610.635,2436.747,,15718.703,1.514,4.785,0.147,43.213,1.324,7.577,8.967,26.198,0.803,110.25,3.378,35.93,1.101,59.188,1.813,,513.022,0.369,0.492,0.5,0.035,0.767,0.454,0.912,0.1,1.403,0.743,1.632,0.906,,1.786,1.127,0.537,0.64,,1.39,0.005,0.007,0.013,0.001,292.65,247.3,-0.035,-0.031,
Argentina,1991,ARG,33105766,3.76058E+11,2.196,0.066,117.506,5.427,4.842,188.587,50.311,36.384,5.697,0.501,0.362,3.549,0.312,0.225,2.689,0.081,96.204,3788.966,12885.872,440.28,118.912,635.59,9681.717,2497.98,,15747.927,1.386,4.104,0.124,47.284,1.428,7.604,8.973,71.082,2.147,109.37,3.304,35.81,1.082,61.233,1.85,,521.347,0.432,0.506,0.673,0.031,0.754,0.456,0.907,0.099,1.404,0.765,1.631,0.896,,1.45,1.209,1.494,0.63,,1.379,0.005,0.007,0.013,0.001,297.07,251.72,2.996,2.55,
Argentina,1992,ARG,33568280,4.1668E+11,2.495,0.074,121.231,3.725,3.17,165.455,-23.132,-12.266,4.929,0.397,0.296,3.611,0.291,0.217,2.803,0.084,98.699,3910.197,13051.327,443.083,122.91,683.893,9725.941,2561.612,,16661.842,1.342,3.997,0.119,48.303,1.439,7.633,8.984,44.224,1.317,111.32,3.316,36.54,1.089,63.633,1.896,,559.309,0.472,0.537,0.602,0.033,0.743,0.458,0.901,0.097,1.41,0.786,1.625,0.889,,1.596,1.22,0.904,0.69,,1.369,0.005,0.007,0.014,0.001,301.59,256.24,6.513,5.372,
Argentina,1993,ARG,34027240,4.4478E+11,2.761,0.081,117.777,-3.453,-2.848,151.853,-13.602,-8.221,4.463,0.341,0.263,3.461,0.265,0.204,2.301,0.068,101.46,4027.974,13203.18,445.384,127.662,724.701,9760.017,2628.767,,16981.766,1.299,4.753,0.14,40.809,1.199,7.547,8.88,34.075,1.001,110.2,3.239,36.07,1.06,67.154,1.974,,577.843,0.501,0.516,0.548,0.027,0.733,0.459,0.895,0.096,1.424,0.796,1.617,0.884,,1.947,1.003,0.699,0.727,,1.359,0.005,0.007,0.014,0.001,302.16,256.82,5.368,4.557,
Argentina,1994,ARG,34488696,4.72927E+11,3.05,0.088,122.229,4.452,3.78,155.974,4.122,2.714,4.522,0.33,0.256,3.544,0.258,0.201,3.561,0.103,104.51,4150.203,13359.154,448.945,133.4,767.378,9793.763,2695.97,,17651.035,1.287,5.738,0.166,42.677,1.237,7.545,8.859,33.745,0.978,111.15,3.223,37.03,1.074,67.203,1.949,,608.761,0.518,0.532,0.552,0.042,0.724,0.461,0.888,0.095,1.448,0.806,1.609,0.879,,2.313,1.04,0.637,0.725,,1.349,0.005,0.008,0.014,0.001,305.55,260.2,4.722,3.863,
Argentina,1995,ARG,34946116,4.61601E+11,2.621,0.075,127.765,5.536,4.529,162.463,6.489,4.16,4.649,0.352,0.259,3.656,0.277,0.203,3.701,0.106,107.131,4277.968,13521.617,452.646,138.812,820.574,9828.461,2758.805,,17977.289,1.361,5.412,0.155,53.195,1.522,7.52,8.818,34.698,0.993,112.63,3.223,37.07,1.061,62.836,1.798,,628.236,0.421,0.545,0.565,0.042,0.712,0.463,0.882,0.094,1.468,0.826,1.601,0.873,,2.21,1.264,0.656,0.671,,1.339,0.006,0.008,0.014,0.001,308.14,262.79,1.98,1.55,
Argentina,1996,ARG,35389360,4.89406E+11,2.422,0.068,134.762,6.997,5.477,171.732,9.269,5.705,4.853,0.351,0.261,3.808,0.275,0.205,3.1,0.088,109.553,4412.73,13693.349,455.745,144.59,878.115,9865.43,2824.726,,18568.533,1.343,5.778,0.163,57.542,1.626,7.686,9.022,36.97,1.045,112.87,3.189,37.89,1.071,65.921,1.863,,657.128,0.381,0.558,0.583,0.034,0.698,0.466,0.877,0.093,1.49,0.846,1.593,0.868,,2.338,1.309,0.7,0.684,,1.329,0.006,0.008,0.014,0.001,319.3,271.99,1.795,1.332,
Argentina,1997,ARG,35815968,5.31526E+11,3.169,0.088,137.641,2.879,2.137,178.678,6.946,4.045,4.989,0.336,0.269,3.843,0.259,0.207,2.777,0.078,112.722,4550.371,13872.027,458.523,147.913,939.619,9906.467,2891.594,,18560.301,1.251,3.323,0.093,61.504,1.717,7.728,9.066,41.037,1.146,113.77,3.177,38.37,1.071,66.868,1.867,,664.755,0.479,0.566,0.569,0.031,0.69,0.468,0.871,0.092,1.486,0.869,1.581,0.862,,1.325,1.394,0.578,0.683,,1.317,0.006,0.008,0.014,0.001,324.7,276.77,5.851,4.251,
Argentina,1998,ARG,36233196,5.54567E+11,3.283,0.091,139.452,1.81,1.315,187.524,8.845,4.95,5.175,0.338,0.272,3.849,0.251,0.203,2.84,0.078,116.005,4689.823,14059.551,461.362,150.053,1001.233,9954.538,2961.17,,18999.846,1.241,2.14,0.059,61.614,1.7,7.793,9.109,48.072,1.327,112.56,3.107,37.96,1.048,69.576,1.92,,688.425,0.498,0.576,0.631,0.033,0.682,0.471,0.866,0.091,1.472,0.889,1.575,0.858,,0.891,1.374,0.876,0.704,,1.308,0.006,0.008,0.014,0.001,330.05,282.38,7.291,5.228,
Argentina,1999,ARG,36653032,5.38271E+11,3.29,0.09,147.285,7.833,5.617,192.169,4.646,2.477,5.243,0.357,0.276,4.018,0.274,0.212,2.154,0.059,119.295,4837.109,14251.72,463.517,151.548,1068.854,9999.423,3033.895,,18990.684,1.293,1.495,0.041,67.621,1.845,7.877,9.216,44.884,1.225,117.5,3.206,38.5,1.05,72.725,1.984,,696.066,0.476,0.596,0.636,0.024,0.674,0.474,0.862,0.09,1.454,0.911,1.569,0.854,,0.642,1.463,0.818,0.719,,1.3,0.006,0.008,0.015,0.001,337.78,288.71,1.701,1.155,
Argentina,2000,ARG,37070772,5.36481E+11,2.771,0.075,142.358,-4.927,-3.345,186.29,-5.879,-3.059,5.025,0.347,0.267,3.84,0.265,0.204,1.656,0.045,122.066,4979.467,14438.01,465.173,152.606,1138.292,10043.354,3101.329,,18849.811,1.303,1.059,0.029,69.438,1.873,7.845,9.101,43.931,1.185,117.51,3.17,39.91,1.077,67.434,1.819,,698.777,0.384,0.559,0.609,0.018,0.663,0.476,0.857,0.089,1.426,0.933,1.563,0.848,,0.38,1.468,0.859,0.655,,1.292,0.006,0.008,0.015,0.001,337.38,290.82,-1.269,-0.892,
Argentina,2001,ARG,37480492,5.15221E+11,2.481,0.066,134.004,-8.354,-5.869,176.323,-9.967,-5.35,4.704,0.342,0.258,3.575,0.26,0.196,1.29,0.034,124.547,5113.471,14614.332,466.463,153.695,1203.101,10085.673,3165.665,,18210.119,1.325,1.088,0.029,64.809,1.729,7.581,10.119,42.319,1.129,116.24,3.101,39.25,1.047,64.336,1.717,,682.524,0.329,0.522,0.58,0.014,0.65,0.477,0.852,0.087,1.399,0.949,1.558,0.842,,0.387,1.358,0.893,0.619,,1.285,0.006,0.008,0.015,0.001,379.26,284.14,-4.29,-3.201,
Argentina,2002,ARG,37885024,4.61203E+11,1.729,0.046,124.392,-9.612,-7.173,223.357,47.034,26.675,5.896,0.484,0.341,3.283,0.27,0.19,1.099,0.029,126.276,5237.863,14837.689,467.562,155.142,1265.721,10184.638,3223.162,,17275.256,1.419,1.447,0.038,62.62,1.653,7.403,9.915,98.965,2.612,119.5,3.154,39.8,1.051,57.497,1.518,,654.474,0.217,0.473,0.71,0.011,0.632,0.477,0.85,0.086,1.375,0.961,1.561,0.834,,0.485,1.276,1.912,0.554,,1.279,0.006,0.008,0.015,0.001,375.63,280.48,-42.217,-33.938,
Argentina,2003,ARG,38278164,5.04301E+11,2.28,0.06,134.631,10.239,8.231,356.889,133.532,59.784,9.324,0.708,0.509,3.517,0.267,0.192,1.99,0.052,128.556,5372.494,15194.579,469.551,157.077,1334.791,10406.896,3282.519,,18326.521,1.391,1.935,0.051,69.07,1.804,7.905,10.394,222.258,5.806,127.2,3.323,43.79,1.144,59.357,1.551,,701.506,0.268,0.487,1.072,0.019,0.617,0.477,0.854,0.085,1.356,0.976,1.581,0.827,,0.646,1.359,3.932,0.556,,1.275,0.006,0.008,0.015,0.001,397.87,302.57,-21.902,-16.268,
Argentina,2004,ARG,38668796,5.52378E+11,2.701,0.07,157.043,22.412,16.647,448.405,91.515,25.643,11.596,0.812,0.602,4.061,0.284,0.211,2.198,0.057,131.257,5529.538,15642.983,471.75,158.498,1417.701,10698.258,3350.331,,19261.457,1.348,1.422,0.037,82.911,2.144,8.242,10.71,291.361,7.535,129.11,3.339,44.1,1.14,67.812,1.754,,744.817,0.297,0.548,1.319,0.02,0.604,0.479,0.863,0.083,1.331,0.998,1.613,0.821,,0.439,1.577,5.434,0.614,,1.274,0.006,0.009,0.015,0.001,414.15,318.7,-23.77,-15.136,
Argentina,2005,ARG,39070504,6.04065E+11,3.241,0.083,161.434,4.391,2.796,485.259,36.854,8.219,12.42,0.803,0.614,4.132,0.267,0.204,3.268,0.084,134.498,5690.972,16128.241,475.018,159.656,1499.669,11022.081,3422.13,,20232.844,1.309,1.158,0.03,81.967,2.098,8.26,10.701,323.824,8.288,128.52,3.289,43.67,1.118,71.8,1.838,,790.507,0.336,0.545,1.413,0.028,0.593,0.481,0.873,0.082,1.303,1.017,1.65,0.816,,0.336,1.523,6.866,0.645,,1.273,0.006,0.009,0.016,0.001,418.09,322.74,-20.928,-12.964,
Argentina,2006,ARG,39476856,6.55699E+11,3.764,0.095,174.609,13.175,8.161,504.039,18.781,3.87,12.768,0.769,0.607,4.423,0.266,0.21,3.866,0.098,138.262,5865.581,16632.281,478.884,160.854,1583.538,11351.512,3504.043,,21038.723,1.267,1.198,0.03,83.869,2.125,8.543,10.957,329.43,8.345,130.77,3.313,45,1.14,81.912,2.075,,830.543,0.358,0.571,1.413,0.032,0.582,0.483,0.883,0.081,1.277,1.035,1.686,0.814,,0.345,1.523,6.493,0.728,,1.272,0.006,0.009,0.016,0.001,432.56,337.25,-23.583,-13.506,
Argentina,2007,ARG,39876116,7.18085E+11,3.998,0.1,174.246,-0.363,-0.208,352.719,-151.32,-30.021,8.845,0.491,0.407,4.37,0.243,0.201,3.66,0.092,142.26,6039.827,16985,482.544,162.312,1670.715,11529.985,3581.994,,21708.369,1.205,1.458,0.037,87.178,2.186,8.773,11.162,178.473,4.476,131.03,3.286,47.4,1.189,77.952,1.955,,865.645,0.354,0.553,0.981,0.029,0.572,0.485,0.885,0.08,1.252,1.053,1.701,0.811,,0.401,1.531,4.022,0.691,,1.269,0.006,0.009,0.016,0.001,445.1,349.82,-17.739,-10.18,
Argentina,2008,ARG,40273768,7.50664E+11,3.99,0.099,188.106,13.86,7.954,293.959,-58.76,-16.659,7.299,0.392,0.335,4.671,0.251,0.214,3.877,0.096,146.25,6227.933,17278.959,486.42,163.774,1760.835,11635.838,3670.652,,21780.381,1.169,1.462,0.036,90.12,2.238,8.797,11.165,105.853,2.628,130.45,3.239,46.12,1.145,88.658,2.201,,877.178,0.349,0.586,0.8,0.029,0.562,0.487,0.883,0.079,1.228,1.071,1.705,0.81,,0.391,1.537,2.28,0.788,,1.265,0.006,0.009,0.016,0.001,449.64,354.27,-14.803,-7.869,
Argentina,2009,ARG,40684344,7.09526E+11,3.81,0.094,178.949,-9.157,-4.868,543.371,249.412,84.846,13.356,0.766,0.637,4.398,0.252,0.21,3.232,0.079,150.06,6406.882,17822.33,489.652,165.306,1848.83,12000.259,3753.034,,20954.271,1.202,1.532,0.038,87.995,2.163,8.205,10.552,364.421,8.957,124.34,3.056,40.6,0.998,82.381,2.025,,852.511,0.324,0.567,1.485,0.025,0.552,0.489,0.894,0.078,1.205,1.086,1.746,0.809,,0.404,1.53,7.24,0.749,,1.263,0.006,0.009,0.017,0.001,429.32,333.82,-20.663,-11.547,
Argentina,2010,ARG,41100124,7.84986E+11,4.178,0.102,186.733,7.784,4.35,468.312,-75.059,-13.814,11.394,0.597,0.53,4.543,0.238,0.211,3.99,0.097,154.238,6593.615,18290.641,493.642,166.797,1935.758,12281.838,3843.179,,21507.703,1.126,1.491,0.036,86.928,2.115,8.263,10.58,281.578,6.851,116.14,2.826,41.67,1.014,90.145,2.193,,883.969,0.333,0.56,1.226,0.029,0.542,0.491,0.901,0.077,1.183,1.097,1.774,0.808,,0.391,1.403,5.82,0.794,,1.258,0.006,0.01,0.017,0.001,434.83,339.61,-14.285,-7.65,
